Name,X062918.Healthy.ppLN.cDC1,X062918.PanIN.ppLN.cDC1,X062918.Tumor.ppLN.cDC1,X070618.Tumor.ppLN.cDC1,X071618.Tumor.ppLN.cDC1,X071718.PanIN.ppLN.cDC1,X072618.PanIN.ppLN.cDC1,X073018.Healthy.ppLN.cDC1,X080618.Healthy.ppLN.cDC1
ENSMUST00000171690,0,0,0,0,0,0.354271,0.184777,0,0
ENSMUST00000048613,0,0,0.093135,0.00992,0,0.29654,0,0,0
ENSMUST00000150870,0.29355,0,0,0,0,0,0,0,1.279514
ENSMUST00000142117,0.475689,0.325145,0.287121,0.305507,0.210425,0.135098,0.210394,0,0.220111
ENSMUST00000141512,0,0,0,0,0,0,0,0,0
ENSMUST00000135014,0.467028,0.36877,0.246239,0.222967,0.321094,0,0.187761,0.204689,0.753532
ENSMUST00000137824,0,0,0.276176,0,0,0,0,0,0
ENSMUST00000179089,0.261326,0.350459,0,0.09196,0.090058,0,0.037841,0.116501,1.112143
ENSMUST00000194502,0.174349,0.054431,0.129105,0.067498,0.091283,0.066417,0.019317,0.276017,0.179863
ENSMUST00000141339,0.220258,0.140247,0,0.165889,0,0,0,0,0.804196
ENSMUST00000191437,0,0,0,1.032547,0,0.500495,0,0,0
ENSMUST00000188880,0,3.757191,0.476295,0.450443,1.944356,0,0,0,6.9423
ENSMUST00000195360,0.062687,0.224366,0.120495,0,0.309437,0.198424,0.252097,0.154313,0.177585
ENSMUST00000187748,0,0,0,0,0,0,0.0257,0,0.191239
ENSMUST00000179834,0,0,0,0,0,0,0,0,0
ENSMUST00000183490,0,0,0,0,0,0,0,0,0
ENSMUST00000181461,0,0,0,0,0,0,0,0,0
ENSMUST00000182390,0,0,0,0,0,0,0,0,0
ENSMUST00000181272,0.097943,0.111664,0.058704,0.00499,0.016732,0.06328,0.114685,0,0.019266
ENSMUST00000186962,0,0,0,0,0,0,0,0,0
ENSMUST00000177608,0,0,0,0,0,0,0,0.159879,0
ENSMUST00000180062,0.066492,0,0,0,0,0.11406,0,0,0.738985
ENSMUST00000186051,0.111773,0.074812,0.161854,0.053852,0.174439,0.057892,0.085171,0,0.051259
ENSMUST00000187376,0,0.012956,0,0.018087,0,0,0,0,0
ENSMUST00000088585,0,0.252225,0,0,0,0,0.055971,0,0
ENSMUST00000189541,0,0,0,0,0,0,0.371328,0,0.049738
ENSMUST00000186405,0,0,0,0,0,0,0,0,0
ENSMUST00000186674,0.00771,0.075137,0.005636,0.055208,0.030505,0.032988,0.028366,0.036389,0.008904
ENSMUST00000189447,0.559571,0,0,0,0.239856,0,0,0,0
ENSMUST00000185780,0.453311,0.056326,0.172159,0.315999,0.244539,0,0.281047,0.073102,0.046
ENSMUST00000188454,0,6.486316,1.441858,3.683683,6.670985,5.065955,4.640838,0.470306,2.81036
ENSMUST00000115403,5.860394,2.575829,4.177585,0.623612,0.629024,2.569151,0.431656,0,0.714475
ENSMUST00000115402,0.149682,0.012921,0.05466,0.040344,0.106517,0.08444,0.048576,0,0.210224
ENSMUST00000136197,0.36434,0.440136,0.482711,0.260634,0.628094,0.382279,0.405885,0.020093,0.2045
ENSMUST00000146763,0,0,0,0,0,0,0,0,0
ENSMUST00000147606,0,0,0,0,0,0,0,0,0
ENSMUST00000133201,0,0,0,0,0,0,0,0,0
ENSMUST00000191566,0,0,0.004328,0,0.096615,0.062303,0.039849,0.030092,0.004893
ENSMUST00000191708,0.375935,0.32561,0.938996,0,0,0,0.104984,0,0.298735
ENSMUST00000059065,0,0,0,0,0,0,0,0,0
ENSMUST00000187394,0,0,0,0,0,0,0,0,0
ENSMUST00000047577,0,0,0,0,0.007216,0,0.013318,0.071599,0
ENSMUST00000081713,1.630955,1.703734,0.711563,1.814507,2.659306,0.503737,1.093369,0,4.768422
ENSMUST00000068304,4.676585,5.639271,4.785301,3.17707,5.69209,8.445799,7.37104,5.920396,0
ENSMUST00000006037,1.052224,0.469071,0.181637,0.161325,0.155811,0.536911,0.745575,0.620235,0.872282
ENSMUST00000185275,0.1744,0.315665,0.305212,0.135152,0.205961,0.187152,0.589046,0.011617,0.164619
ENSMUST00000146784,0.123932,0,0,0,0,1.081362,1.095599,0,0.068113
ENSMUST00000133232,5.912412,2.339852,0,0,1.526567,2.547969,1.548081,1.00736,4.63755
ENSMUST00000147927,0.5229,0.222091,0.278704,0,0.373713,0.648675,0.496946,0.044767,0.434012
ENSMUST00000143603,0.287448,0.476925,0.526691,0.461909,0.387319,0.432827,0.28782,0.263223,0.318134
ENSMUST00000195493,0.106873,0.344665,0.326608,0.294387,0.331731,0.400598,0.327239,0.114513,0.702199
ENSMUST00000139970,0.234505,0.111785,0.237038,0.032308,0.130366,0.584043,0.399898,0.064175,0.172
ENSMUST00000124088,0.12634,0,0,0,0.047941,0.039349,0.074198,0,0.117869
ENSMUST00000145280,0,0,0,0,0,0,1.01418,0,0
ENSMUST00000195811,0.119841,0.024223,0.136281,0.183471,0.131929,0.039202,0.067388,0.097021,0.105503
ENSMUST00000183805,0,0,0,0,24.304446,21.078605,15.019356,0,1.549621
ENSMUST00000194484,0,0.070084,0,0,0.248168,0,0.326689,0,0.33673
ENSMUST00000194357,0.28482,0.437139,0.3401,0.201862,0.334874,0.431643,0.545123,0.175493,0.447496
ENSMUST00000157157,0,0,44.65269,0,4.050741,4.215721,0,0,0
ENSMUST00000195506,0.170983,0.262722,0.211886,0.113263,0.308979,0.294626,0.123384,0.049848,0.408412
ENSMUST00000195718,0.324165,0.124473,0.490594,0.396958,0.115236,0.366437,0.259985,0.077878,0.433497
ENSMUST00000185813,0,0,0,0,0,0,0.165019,0,0.016895
ENSMUST00000187246,0,0,0,0,0,0,0,0,0
ENSMUST00000027068,23.678247,28.597229,21.688998,30.340019,28.07516,35.464814,42.285345,37.67615,20.80316
ENSMUST00000185447,0,7.360354,2.880058,3.498734,1.867771,5.418327,3.868317,2.715137,3.729009
ENSMUST00000188377,2.952388,0,0.527253,0,0,0.118355,0.512552,1.514612,0.054767
ENSMUST00000027071,1.622681,1.667862,1.455194,1.559224,1.484759,2.49653,1.907915,1.511234,1.390589
ENSMUST00000156222,4.851765,2.007337,2.146745,2.143696,2.563471,2.474005,3.035812,2.666397,0
ENSMUST00000194537,0.294574,0.175779,0,0,0.047243,0.453165,0.227862,0,0.203133
ENSMUST00000088542,0,0,0,0,0,0,0,0,0
ENSMUST00000104180,0,0,0,0,0,0,0,0,0
ENSMUST00000180415,0,0,0.016455,0.015606,0.043254,0.022374,0,0.016787,0.041631
ENSMUST00000194709,0,0,0,0,0,0,0,0,0
ENSMUST00000158733,0,0,0,0,0,0,0,0,0
ENSMUST00000193148,0,0.006949,0.018009,0,0.039487,0,0.036337,0,0
ENSMUST00000027066,0,0,0.041969,0,0.014399,0.048804,0,0,0.005186
ENSMUST00000168081,0,0,0,0,0,0,0.0805,0,0
ENSMUST00000080664,0.025953,0,0.042908,0.061097,0.060414,0,0,0.052077,0.211345
ENSMUST00000190337,0.20518,0.017372,0.125106,0.045556,0,0.287921,0,0,0.182954
ENSMUST00000179783,0,0,0,0,0,17.304061,3.917457,0,0
ENSMUST00000189526,0.24471,0,0.773846,0,0,0,0,0,0
ENSMUST00000188857,0.286085,0,0,0,0,0,0,0,0
ENSMUST00000193605,0.737951,0,0.625218,0,0,0.428149,0.408991,0.454401,0.338384
ENSMUST00000185453,0,0,0,0,0,0,0.262269,0,0
ENSMUST00000187790,0,0.22163,0,0,0,0,0,0,0
ENSMUST00000185329,0.011006,0,0.004041,0,0.028909,0.052654,0.032427,0.004518,0.042922
ENSMUST00000187401,0,0,0.349836,0.034024,0,0,0.044796,0,0.41466
ENSMUST00000027062,0.033537,1.38557,0.0187,0.086409,0,0,0.091977,0.013564,0.01761
ENSMUST00000190719,0,0,0.084984,0,0,0,0,0,0
ENSMUST00000188982,0.256423,0.048709,0.775395,0.464555,0,0.034471,0.136288,0,0
ENSMUST00000190471,0.129038,0,0.019713,0.079968,0.01366,0.103845,0,0,0.116292
ENSMUST00000067599,0,0.011083,0.073938,0,0.005407,0,0.005266,0.004066,0.067308
ENSMUST00000194866,0.048703,0.047664,0.208874,0.031015,0.044348,0.11354,0.050437,0,0.098247
ENSMUST00000121569,1.659956,12.032005,0,11.809848,2.051905,2.237626,0,0,29.08869
ENSMUST00000121367,0.315294,0.561314,0.127605,0.21986,0.039353,0.190697,0.037216,0.032497,0.104715
ENSMUST00000041447,0,0.062702,0,0,0,0,0,0.003965,0
ENSMUST00000157534,0,0,0,0,0,0,0,0,0
ENSMUST00000086739,0,0,0.108402,0.489397,0,0.055526,0.305113,0,0
ENSMUST00000175681,0.268471,0.12807,0.066514,0.137925,0.347597,0.190023,0.104046,0.07939,0.24956
ENSMUST00000170146,0.206129,0.170412,0.051889,0.050941,0.048955,0.156863,0.113899,0.060554,0.430463
ENSMUST00000193873,0.159917,0.189251,0,0,0.074827,0.117445,0.098583,0.132921,0.472164
ENSMUST00000194564,0.83084,0.534118,0.367827,0.322574,0.988006,0.782464,0.772819,0.35653,1.190414
ENSMUST00000158204,0,0,0,0,0,0,0,0,0
ENSMUST00000104189,0,0,0,0,0,0,0,0,0
ENSMUST00000188671,0,0,0,0,0,0.803642,0,0,0
ENSMUST00000188400,0,0,0,0,0,0,0,0,0
ENSMUST00000188371,0.834786,1.527432,1.038528,0.97496,1.278318,1.783227,2.63054,0,1.012593
ENSMUST00000186565,0,0,0,0,0,0,0.733288,1.139408,0
ENSMUST00000027057,3.398877,3.925961,2.952621,4.439412,5.72546,5.484419,6.304933,6.063987,1.451078
ENSMUST00000188684,0.187542,0.342681,0.160952,0.18136,0.135509,0.250601,0.385812,0.071647,0.563735
ENSMUST00000194867,0,0.025273,0.116663,0.076253,0,0.063293,0.137423,0,0.109629
ENSMUST00000040695,0.048158,0.027377,0,0,0.092033,0,0,0.122078,0
ENSMUST00000158318,0,0,0,0,0,0,0,0,0
ENSMUST00000185778,0.273058,0.386219,0.216205,0.193886,0.28033,0.059631,0.173829,0.313094,0.308218
ENSMUST00000115367,0.068941,0.30417,0.472635,0,0,0,0.231146,0.157366,0.260732
ENSMUST00000145070,0.087205,0.047959,0.016752,0.067478,0.011757,0.297533,0.04788,0.102837,0.406647
ENSMUST00000151004,0,0,0,0,0,0,0,0,0
ENSMUST00000140597,504.21071,648.603096,724.282179,749.148528,627.741651,546.018433,560.248315,657.986038,406.107523
ENSMUST00000058437,43.122164,31.329608,41.409186,23.075755,44.310823,48.058743,27.554051,72.355273,33.780613
ENSMUST00000141217,0.411604,2.234775,2.323952,0.478107,0.710505,1.571406,2.486019,0.307538,0.392249
ENSMUST00000151017,0.519316,0.791678,0.903049,0.404401,0.398747,1.880583,1.270549,0.548246,0.120974
ENSMUST00000149566,874.64512,940.29277,981.7528,1029.949899,975.581399,918.787307,1003.05284,1323.119151,712.13078
ENSMUST00000125005,7.07694,7.844747,4.395411,9.827697,4.885763,6.792648,11.145959,2.484812,6.520901
ENSMUST00000027053,0.736771,0.823347,1.02882,0.425047,1.025575,1.355724,1.184835,0.985384,0.716993
ENSMUST00000152626,0.334223,0.627011,0.042992,0.851161,0.818802,0.376739,1.113753,0.596203,0.060995
ENSMUST00000192560,0,0,0,0,0,0.012637,0.037296,0,0
ENSMUST00000186343,0.082335,0.02327,0,0,0,0.12787,0,0.009368,0.28931
ENSMUST00000162751,0,0,0,0,0.309903,0,0,0,0
ENSMUST00000054668,0.136354,0,0,0,0,0.221469,0,0.305677,0
ENSMUST00000162627,0,0,0,0,0,0,0,0,0
ENSMUST00000027052,0,0,0,0,0,0,0,0,0
ENSMUST00000162435,0,0.843751,0.392414,0.06704,0,0,0.219447,0,0.996973
ENSMUST00000161626,0,0,0,0,0,0,0,0,0
ENSMUST00000160446,0,0.036932,0,0,0,0.157212,0.034407,0.029559,0.243366
ENSMUST00000159190,0,0,0,0,0,0,0,0,0
ENSMUST00000159558,0,0.054883,0,0,0.014138,0,0,0,0
ENSMUST00000128957,0,0,0,0,0,0,0,0.302508,0
ENSMUST00000131257,0.266327,0,0.347973,0,0,0,0,0,0.013171
ENSMUST00000115360,0,0,0,0,0,0,0,0,0.598249
ENSMUST00000162007,2.959709,2.024733,1.620905,2.022731,1.66874,2.269549,1.716136,0.745199,3.211942
ENSMUST00000127420,0,0.185245,0,0,0,0.066644,0,0,0
ENSMUST00000149320,0,0,0,0,0,0,0,0,0.613813
ENSMUST00000151888,2.192286,0,0,0,0,0.521189,0.432217,0,0
ENSMUST00000153966,1.197239,2.582534,0,1.160987,0,0,1.087697,1.246434,1.124352
ENSMUST00000115359,0.555068,0.329686,0.960367,0.044741,0.585066,0,0.095174,0.025157,0.025876
ENSMUST00000145092,0,0,0.588195,0.317206,0,0,0,0,0
ENSMUST00000144138,0,0,0,0,2.621198,0,2.116441,0.862977,2.561035
ENSMUST00000182554,0.188354,0.354912,0.216995,0.502525,0.287856,0.288404,0.28418,0.292369,0.258357
ENSMUST00000182080,2.309161,1.564715,2.914504,3.986412,1.189202,0.969338,4.128376,3.565215,4.327983
ENSMUST00000117146,10.525138,14.379477,10.304776,15.073505,16.97611,15.865847,18.767621,12.492782,9.498667
ENSMUST00000133639,1.29198,4.20116,0.779537,0,0,0,2.881998,2.528512,0.372013
ENSMUST00000136455,0.715968,1.341445,0.896415,0.098289,0.942776,0.933464,1.429765,0.015229,1.413033
ENSMUST00000132919,0.999078,0.73995,0.468047,0.068174,0.112867,1.112285,2.269588,0,1.560701
ENSMUST00000195710,0.082926,0.057215,0.023767,0.021676,0.055701,0.005604,0.052315,0,0.080585
ENSMUST00000188641,6.560243,8.689135,8.119,9.867986,8.992503,8.924383,7.739078,6.663739,6.444915
ENSMUST00000115352,16.007174,16.483498,16.153998,17.992621,22.141489,14.16726,12.464813,9.800608,7.691256
ENSMUST00000186948,19.903383,17.761742,38.022011,33.099568,40.692043,12.9251,27.142421,8.969817,18.952596
ENSMUST00000187910,0,5.873203,13.26105,3.20089,0.325797,1.693842,0,4.089749,0
ENSMUST00000185771,1.589503,0,0,1.115183,1.945333,0.160938,0,1.279983,0
ENSMUST00000185393,56.062909,92.501217,108.971773,71.662662,72.710793,80.352216,89.95317,67.362375,41.91948
ENSMUST00000186701,0,1.773381,1.553156,0,0,0.738098,3.915392,0,0.123803
ENSMUST00000188987,0.127223,0,0,0.356937,1.112518,1.948044,1.290741,0,0.167176
ENSMUST00000186541,0,0,0,0,0,0,0,0,0
ENSMUST00000190986,0,0.821117,0,0,1.626352,2.647235,0.667527,0,0
ENSMUST00000191535,1.261183,0,0,0,0,0,0,0,0.221599
ENSMUST00000181371,0.052897,0.07974,0.053232,0.132699,0.276056,0.337238,0.09449,0.1021,0.539766
ENSMUST00000186738,0.258096,0,0,0,0,0,0,0,0
ENSMUST00000177501,2.885616,4.850397,2.679472,2.712703,7.625736,7.865881,2.522161,0,0.453247
ENSMUST00000177532,4.341405,0,0,0,0,0,0,3.789559,0
ENSMUST00000065373,10.764042,14.996698,14.248502,13.406888,13.819308,11.400811,16.453473,14.845584,11.092945
ENSMUST00000176451,2.908103,0.783631,0,0.683505,2.228431,0.435713,4.23786,0,0.323716
ENSMUST00000191260,0.063073,0.54158,0.578088,0,0.690605,0.741787,0,0,0
ENSMUST00000026881,10.700597,16.647604,18.003859,15.510043,15.138001,10.909578,11.202337,3.949968,4.82614
ENSMUST00000190366,2.511229,0,0,0,0,1.006338,0,0,0.204399
ENSMUST00000185649,0,0,0,0.42628,0,0,0,0,0
ENSMUST00000071842,0.028124,0,0,0.006789,0,0.040849,0,0.00754,0.003615
ENSMUST00000186604,0,0,0,0,0,0,0,0,0
ENSMUST00000194790,0,0,0,0,0,0,0,0,0
ENSMUST00000186024,0,0.098132,0.273761,0,0,0.29197,0,0.39685,0
ENSMUST00000038382,0.433931,0.289255,0.114828,0.286781,0.136106,0.184473,0.323758,0.064486,0.93451
ENSMUST00000188872,0,0,0,0,0,0,0,0,0
ENSMUST00000026879,1.135975,0.737568,0.441996,0.61333,0.576753,0.956923,0.882219,0.440524,3.046853
ENSMUST00000150457,0.283372,0.143853,0.083476,0,0.154527,0.029964,0.039747,0.007979,0.239063
ENSMUST00000189736,0,0.787841,0,0,0,0,0.170314,0.282287,1.903787
ENSMUST00000189465,0.221224,0.108812,0.159599,0.108265,0.007002,0.049548,0.136192,0.136166,0.339225
ENSMUST00000187817,0.104189,0,0.18024,0.019442,0,0.029801,0.176037,0,0
ENSMUST00000187478,0,0,0,0,0,0,0,0,0
ENSMUST00000188959,0,0,0,0,0,0,0,0,0
ENSMUST00000186192,0,0.007011,0.005321,0,0.0143,0,0.025765,0.022521,0
ENSMUST00000186816,0,0,0,0.238591,0,0,0,0,0
ENSMUST00000158909,0,0,0,0,0,0,0,0,0
ENSMUST00000088476,0.400575,0.589352,0.634981,0.127274,0.678643,0.377137,0.595408,0.243649,1.05261
ENSMUST00000186267,0.040194,0.08011,0.0296,0.082269,0.071331,0.036405,0.011326,0.100704,0.075221
ENSMUST00000155588,0,0,0.169059,0,0.012711,0,0.035458,0,0
ENSMUST00000127328,0.13107,0.04008,0.049699,0.031197,0,0.103769,0.022088,0.03984,0.026423
ENSMUST00000149914,0,0,0,0,0,0,0,0,0
ENSMUST00000159958,0.197822,0.047755,0.040701,0,0.118002,0.073329,0,0.12306,0.233474
ENSMUST00000160305,0,0.109648,0.250519,0.019721,0,0.127323,0,0,0.217257
ENSMUST00000095075,0,0,0,0,0,0,0.103402,0.092209,0
ENSMUST00000189853,0.495573,0.271156,0.343198,0.76359,0,0,0,0,0
ENSMUST00000190885,0,0,0,0,0,0,0,0,0
ENSMUST00000190763,0,0.061352,0,0,0,0,0,0,0
ENSMUST00000185706,0,0,0,0,0.050189,0.056848,0,0,0
ENSMUST00000209898,2.566799,2.683714,2.13106,2.738756,1.37632,2.149368,1.745438,1.50108,5.675896
ENSMUST00000209405,0.011777,0,0,0,0.064989,0.060842,0.142188,0,0
ENSMUST00000185773,0,0,0,0,0,0,0,0,0
ENSMUST00000191057,0,0,0,0,0,0,0,0,0
ENSMUST00000188360,0,0,0,0,0,0,0,0,0
ENSMUST00000130669,0,0,0,0,0,0,0,0,0
ENSMUST00000026876,0,0,0,0,0,0,0,0,0
ENSMUST00000115340,0,0,0,0,0,0,0,0,0
ENSMUST00000115344,0,0,0,0,0,0,0,0,0
ENSMUST00000126871,0,0,0,0,0,0,0,0,0
ENSMUST00000097818,0,0,0,0,0,0,0,0,0
ENSMUST00000088463,0,0,0,0,0,0,0,0,0
ENSMUST00000097817,0,0,0,0,0,0,0,0,0
ENSMUST00000186435,0,0,0,0,0,0,0.02481,0,0
ENSMUST00000189030,0,0,0,0,0,0,0,0,0
ENSMUST00000158175,0,0,0,0,0,0,0,0,0
ENSMUST00000185386,0,0,0,0,0,0,0,0,0
ENSMUST00000185704,0,0,0,0,0,0,0,0,1.948094
ENSMUST00000159108,0.467842,0.463612,0,0,0,0.157781,0,0.178963,0.44581
ENSMUST00000037294,0.111036,0,0,0,0.059427,0,0.045471,0,0
ENSMUST00000149505,0,0,0,0,0,0.103897,0,0,0.276786
ENSMUST00000162030,0.088325,0,0.071157,1.059051,0,1.378337,0.10086,0,0.037275
ENSMUST00000027059,0.074764,0.094771,0.013296,0.054682,0,0.039694,0.020641,0.029987,0.238671
ENSMUST00000187754,0,0,0,0,0.005313,0,0,0,0
ENSMUST00000064976,0,0,0,0,0,0.031185,0.123756,0.032462,0
ENSMUST00000191068,0,0.250609,0.205771,0,0,0,0,0,0
ENSMUST00000186972,0,0,0,0,0,0,0,0,0.013426
ENSMUST00000189218,0,0,0,0,0,0,0,0,0
ENSMUST00000190883,0,0,0,0,0,0,0,0,0.418816
ENSMUST00000188428,0.055219,0,0,0,0.089799,0,0.116067,0,0.005855
ENSMUST00000122719,0,0,0,0,0,0,0,0,0
ENSMUST00000193790,0,0,0,0,0,0,0,0,0
ENSMUST00000088448,0,0,0.017338,0,0,0,0,0,0
ENSMUST00000194347,1.14291,0.438892,0.567074,0.335145,0.455585,0.76805,0.419459,0.221603,1.308085
ENSMUST00000161509,0,0,0,0,0,0,0,0,0
ENSMUST00000132647,0,0,0,0,0,0,0,0,0
ENSMUST00000160969,0,0,0,0,0,0,0,0,0.021449
ENSMUST00000093665,0,0,0,0,0,0,0,0,0
ENSMUST00000147480,0,0.101634,0.009445,0,0.012897,0.013798,0,0,0
ENSMUST00000128051,0,0,0,0,0,0,0,0,0
ENSMUST00000227082,0,0,0,0,0,0,0,0,0
ENSMUST00000083625,0,0,0,0,0,0,0,0,0
ENSMUST00000185494,0.030789,0.018862,0.039186,0.022628,0,0,0.007106,0.003263,0.044327
ENSMUST00000083546,0,0,0,0,0,0,0,0,0
ENSMUST00000027061,0.235761,0,0.36057,0.123771,0,0,0,0,0
ENSMUST00000039046,0,0,0.07263,0,0,0,0,0,0
ENSMUST00000191111,0,0,0,0,0,0,0,0,0
ENSMUST00000189301,0,0.187269,0.262547,0,0,0,0,0.021466,0.010237
ENSMUST00000190692,0,0,0,0,0,0,0.297412,0,0
ENSMUST00000053266,10.217999,11.923245,6.28273,11.056194,9.43405,13.920661,18.167938,19.418836,9.110979
ENSMUST00000185296,0,0,0,0,0.018266,0,0,0,0
ENSMUST00000188112,0,3.957904,4.129222,12.906279,6.592433,3.780896,4.366657,0,0.037547
ENSMUST00000191061,9.852399,11.094548,12.639682,12.499524,11.520561,13.601083,10.053787,18.969847,4.667347
ENSMUST00000190421,0.028228,0.747249,0,0.669115,0,0.470228,1.228089,0,0.022134
ENSMUST00000186367,0,0,0,0,0,0,0,0,0
ENSMUST00000185290,0,0,0,0,0,0,0,0,0
ENSMUST00000158233,0,0,0,0,0,0,0,0,0
ENSMUST00000181654,0,0.036034,0,0,0.037156,0,0,0,0
ENSMUST00000189400,0.642768,0.408854,0.757367,0.247277,0.442953,0.203433,0.177865,0.983562,0.529869
ENSMUST00000104126,15.554587,0,0,0,0,16.862884,0,0,1.239696
ENSMUST00000068880,1.430443,1.191753,0.745695,0.683139,0.963291,1.273527,0.870671,0,2.776024
ENSMUST00000167119,0,0,0,0,0.02838,0.070305,0,0.127909,0
ENSMUST00000187651,0,0,0,0,0,0,0,0,0
ENSMUST00000185639,0.090977,0,0,0,0,0.137026,0,0,0
ENSMUST00000160782,0.327765,0,0,0,0,0,0,0.75644,1.093963
ENSMUST00000038447,0.086704,0.253133,0.141167,0.164169,0.100413,0.419452,0.408975,0.166946,0.204437
ENSMUST00000037998,1.28994,1.187608,1.188548,1.655351,1.732759,2.848943,3.792505,2.785321,0.840194
ENSMUST00000187210,0,0,0,0,0,0,0,0,0
ENSMUST00000186612,0,0,0,0.108308,0.602085,0,0,0.169116,0
ENSMUST00000189119,0,0,0,0,0,0,0,0.310249,0.586522
ENSMUST00000027065,1.132375,0.751039,0.990487,1.147423,0.571156,0.470534,0.746269,0,1.249308
ENSMUST00000027064,0.045029,0.743921,0.243946,0,0.374212,0.092299,0.431691,0.927539,0.470416
ENSMUST00000191648,0.109465,0.157912,0.07565,0.040262,0.082231,0.162378,0.276564,0.182972,0.204747
ENSMUST00000027067,0,0,0.086008,0,0,0.174108,0,0,0
ENSMUST00000121676,0.051322,0,0.464577,0,0,0,0,0,0
ENSMUST00000124990,0,0,0.576304,0.447831,0.033947,0,0.219032,0.026986,0.038414
ENSMUST00000185842,0,0,0,0,0,0,0,0,0.041655
ENSMUST00000190711,0.19133,0.16331,0.109747,0,0.053172,0.064001,0.125846,0.120809,0.225166
ENSMUST00000178379,0,0,0,0.158807,0,0,0,0,0
ENSMUST00000082032,0.173464,0.764838,1.666267,0.394559,0.386683,1.467359,0.081291,0.768949,0.994873
ENSMUST00000178869,0.344426,0.5395,0.975463,0.343202,0.055198,0.677976,0.598311,0.189775,0.05339
ENSMUST00000179730,0.629444,0,0,0,0.540373,0.148863,0.4637,0,0
ENSMUST00000178260,0,0.082395,0.06267,0,0,0,0,0,0.032624
ENSMUST00000088407,0.125023,0.29392,0.311255,0.366367,0.171709,0,0.095365,0.066494,0.098674
ENSMUST00000148174,0,0,0,0,0,0.967543,0,0,0
ENSMUST00000137146,0,0,0,0.804362,0,0,0,0,0
ENSMUST00000070223,0.079148,0,0.008465,0.007904,0.012903,0.078894,0,0,0.011793
ENSMUST00000142979,0,0,0,0,0,0,0,0,0
ENSMUST00000140035,0,0,0,0,0,0,0,0,0
ENSMUST00000147615,0.060468,0.008566,0,0.036662,0,0,0.024059,0,0.006713
ENSMUST00000126985,0,0,0,0,0,0,0,0,0
ENSMUST00000029667,0.512969,0.214549,0.030145,0.198673,0.07869,0.46472,0.233538,0.115781,0.732927
ENSMUST00000115300,0.233135,0.315074,0.240473,0,0,0,0.065925,0,1.259715
ENSMUST00000173058,0,0,0.146326,0,0.16451,0,0,0,0
ENSMUST00000173404,0,0.297297,0,0,0.301804,0,0,0.397184,0
ENSMUST00000174183,0,0,0,0,0,0,0,0,0
ENSMUST00000192487,0.158469,0.033386,0.025174,0.054757,0.025735,0.046163,0,0,0.072009
ENSMUST00000115299,0,0,0,0,0.105537,0,0,0,0
ENSMUST00000119064,0.245914,0.109542,0.258744,0.019776,0.400436,0.209747,0,0.199844,0.288495
ENSMUST00000134505,1.629371,0.154829,1.02059,0.348441,0.421773,0.287149,0.911161,0.472743,0.437551
ENSMUST00000194737,1.016961,0.881174,0.177355,0.074866,0.767924,0.388254,0.395968,0.413205,0.412036
ENSMUST00000181002,0.605883,0.43121,0.248972,0.126921,0.122759,0.295722,0.151952,0.340736,0.860523
ENSMUST00000189850,0,0,0,0,0,0,0,0,0
ENSMUST00000190225,0,0,0,0,0,0,0,0,0
ENSMUST00000081544,0.517838,0.950163,0.45249,0.090828,0.901077,0.218815,0.355087,0,0.321726
ENSMUST00000097809,0,0.14902,0,0.579864,0,0.319166,0.274026,0.396897,0.770492
ENSMUST00000097810,0.728378,0,0.018812,0,0,0,0,0,0
ENSMUST00000097811,0,0,0,0,0,0,0,0,0
ENSMUST00000115273,0.957928,0,0.244196,0,0,0.117305,0,0,1.312893
ENSMUST00000164877,1.114189,0.695182,0.17371,0,0,0.834526,0.379092,0.580643,1.765367
ENSMUST00000185942,1.294552,1.66881,0.709805,0.358671,1.063673,0.968732,0.561707,1.13189,3.520381
ENSMUST00000097808,1.412556,1.27563,0.549923,0.279066,0.626732,0.939625,0.553567,0.748955,3.236553
ENSMUST00000218140,1.292012,1.367796,0.702274,1.013737,0.192198,0.30449,0.057047,0.122966,2.307049
ENSMUST00000180414,0.559522,0.528173,0.306028,0.9806,0.597662,0.843344,0.548974,0.050707,1.056962
ENSMUST00000190510,0,0,0,0,0,0,0,0,0
ENSMUST00000191045,0.129815,0.075807,0.120962,0,0.13432,0.145677,0.115525,0.045511,0.042397
ENSMUST00000073179,0,0,0,0,0,0,0,0,0
ENSMUST00000158928,0,0,0,0,0,0,0,0,0
ENSMUST00000193885,0.074632,0,0,0,0,0,0,0,0.011086
ENSMUST00000195365,0,0,0,0,0,0,0,0,0
ENSMUST00000083471,0,0,0,0,0,0,0,0,0
ENSMUST00000182303,0.207394,1.043664,0,0.450443,1.188217,0,0,0,3.140564
ENSMUST00000083633,0,0,0,0,0,0,0,0,0
ENSMUST00000190910,0,0,0,0,0,0,0.459776,0,0
ENSMUST00000189078,0,0,0,0,0,0,0,0,0
ENSMUST00000027343,27.777859,38.106506,38.384785,35.643518,42.421691,34.074507,23.108914,12.639947,18.654517
ENSMUST00000186064,0.256274,0.253361,0.510455,0.19979,0.123493,0.268547,0.843814,0.009354,0.056388
ENSMUST00000188677,24.472885,25.461496,23.92433,19.607219,18.488843,23.940975,14.997236,10.628156,10.004463
ENSMUST00000189537,0,0,0,0,0,0.070309,0,0.072581,0
